OBJECTID;E-område;E-områdeskod (utan 0);D-område;C-område;C-områdeskod;B-område;B-områdeskod;SHAPE.STArea();SHAPE.STLength();geo_shape;geo_point_2d
219;023700;23700;02370;Filborna by;0237;Dalhem;023;390933.4851074219;3284.300196800391;"{""type"": ""Polygon"", ""coordinates"": [[[12.76529691598478, 56.06501981461823], [12.765099853352647, 56.06483005629499], [12.764814083977729, 56.06467511168336], [12.764437950388714, 56.0646051141982], [12.763835224875343, 56.06458042348222], [12.759878415478973, 56.06441892257897], [12.758315773827897, 56.064343951029], [12.756943545115657, 56.06429257786746], [12.75491932004227, 56.064205478938476], [12.752623729569416, 56.064111494741255], [12.752135272702835, 56.06408332510678], [12.751265540630756, 56.06405444012612], [12.750512650733295, 56.064054155195805], [12.749538200630003, 56.0639991055883], [12.748562780406218, 56.063927956420876], [12.748030036172096, 56.06395965033414], [12.74776970110516, 56.063819784194735], [12.7453953699468, 56.06368628645112], [12.746685057383498, 56.064136577131706], [12.748940952891953, 56.065002061873166], [12.750047984638787, 56.06551002567466], [12.750455644367403, 56.0656971442996], [12.752425531374382, 56.0667078823217], [12.754834432133128, 56.06823695913058], [12.75622600228181, 56.06921328244387], [12.757767180725187, 56.070424062999294], [12.757991146862983, 56.07063819083753], [12.758142212056658, 56.070523093301624], [12.758143118191656, 56.07052239818763], [12.759235940016817, 56.069703162791726], [12.75957264896405, 56.06998793037237], [12.760911565919818, 56.06949151520094], [12.760858350479939, 56.06944662124905], [12.760270558723715, 56.06895064308044], [12.761250477052215, 56.06822176808654], [12.762403771838082, 56.06736268328736], [12.76244235716274, 56.067326709281765], [12.76266905010144, 56.06690743145219], [12.76292887889223, 56.06632513863895], [12.763226238450368, 56.06574175796101], [12.763701645217862, 56.06556945469784], [12.764244848000951, 56.06536219343008], [12.76529691598478, 56.06501981461823]]]}";56.0663615581,12.7568712107
1127;195234;195234;19523;Påarp glesbygd;1952;Påarp;195;571717.4929199219;3294.4656990283074;"{""type"": ""Polygon"", ""coordinates"": [[[12.873942180590237, 56.02488172827791], [12.875021450595087, 56.02165360295981], [12.877253640990332, 56.01602903135472], [12.877263215355558, 56.016005601981455], [12.877248651534591, 56.015981368152666], [12.875424263177562, 56.01626011896747], [12.874409428524737, 56.016364326524155], [12.87253234845964, 56.01638036309552], [12.870095770310089, 56.01673782226967], [12.86736706957, 56.01707472170949], [12.864799891041296, 56.017113397532135], [12.86320557757211, 56.017004719141184], [12.862399052138025, 56.017020968039276], [12.862480386313187, 56.017137178346026], [12.862618056272284, 56.017363829221146], [12.862703212522485, 56.01750402184946], [12.863029211804411, 56.018015470464924], [12.863273628660519, 56.018380565163376], [12.863749359368102, 56.01900958033895], [12.863924952314864, 56.01924011664513], [12.864123201118673, 56.01950355205349], [12.864375118855806, 56.01983552328687], [12.86463589703517, 56.020157767708895], [12.864883103780631, 56.020466002349806], [12.865137646200118, 56.02078646215265], [12.865381966376415, 56.0210923456882], [12.865603236535435, 56.02136914476156], [12.865865158767637, 56.02169661059683], [12.866115854465775, 56.02200666585659], [12.86639349494994, 56.02235383590501], [12.866668854131946, 56.02269009001468], [12.8669462046492, 56.023019608573364], [12.867228861792446, 56.023361880512695], [12.867509516039426, 56.02368992375524], [12.867768259140622, 56.02399216689317], [12.868030733727998, 56.02430195509095], [12.868299147014254, 56.0246221288033], [12.868537999522403, 56.02490665563981], [12.868697621207856, 56.02510804781856], [12.868751484896949, 56.02509541699333], [12.870780467607316, 56.024387107941386], [12.873942180590237, 56.02488172827791]]]}";56.0200939082,12.8704132522
221;023790;23790;02379;Filborna by;0237;Dalhem;023;999617.3359985352;4029.8482817898184;"{""type"": ""Polygon"", ""coordinates"": [[[12.746736585627135, 56.06207937116898], [12.747117525444574, 56.06218283655259], [12.747941910076234, 56.06216876736297], [12.751384266321033, 56.0619829916979], [12.750969405341522, 56.06296477167686], [12.764382583740348, 56.063524898365124], [12.764884125149244, 56.0625496083781], [12.764975512962344, 56.062349325439364], [12.76515069570639, 56.062036445803955], [12.765373224391691, 56.06161902418025], [12.76549575945858, 56.06138013495251], [12.765554389155747, 56.06126582550801], [12.765796100395702, 56.060794601061225], [12.765800061911113, 56.06078592151431], [12.766000501726486, 56.06034661404118], [12.765995779112117, 56.05990905025727], [12.765991353804122, 56.059343788665764], [12.765670082828455, 56.05868304571608], [12.765203872449808, 56.05749101601975], [12.764957540889876, 56.05688926774032], [12.764827647864102, 56.05662461630453], [12.76467534973274, 56.05637476754421], [12.764502361888328, 56.056080642005284], [12.764423562503866, 56.05593344087307], [12.764422091813008, 56.0559299203232], [12.764356934362207, 56.05577296565187], [12.763722142079814, 56.05502272395794], [12.763449018396388, 56.054737735423366], [12.763096321035455, 56.054376260315735], [12.763003941924662, 56.054261050242765], [12.76278386279936, 56.05400549509793], [12.757501832368545, 56.0541729072176], [12.757501671882476, 56.05417290625209], [12.755656892377667, 56.05422841934251], [12.755580892663206, 56.054225203626906], [12.75085788098671, 56.054374793029275], [12.750131728741298, 56.05439693272796], [12.749816047150336, 56.0550944173514], [12.749640484263113, 56.05579377697291], [12.74928207579117, 56.05734782294361], [12.74887654004252, 56.058545381319554], [12.748200442417607, 56.06012906910551], [12.747691557793564, 56.061013534526445], [12.747198928797491, 56.06161552834869], [12.74673642294879, 56.0620793162869], [12.746736585627135, 56.06207937116898]]]}";56.0588418475,12.7571550753
1133;195241;195241;19524;Påarp glesbygd;1952;Påarp;195;215094.9732055664;2168.6624981908153;"{""type"": ""Polygon"", ""coordinates"": [[[12.828576399044804, 56.03949953683805], [12.834529097316837, 56.03957255953552], [12.83461685643155, 56.03952920297305], [12.834669683328283, 56.03925853332169], [12.835143497397008, 56.03920884166662], [12.83540277920224, 56.03913143456438], [12.835644546510878, 56.038971832548086], [12.83581250776418, 56.03784712765136], [12.835885924046728, 56.037553270195524], [12.835890712038415, 56.03748690455468], [12.836857464609643, 56.0375398048215], [12.838776194741778, 56.037595233865325], [12.83851476825313, 56.03742094738854], [12.838702539469013, 56.03699167615945], [12.839486056092962, 56.03701858710344], [12.839936417711474, 56.0370387535467], [12.836877273088824, 56.03599129023835], [12.832949552707312, 56.03465701088635], [12.832576454273163, 56.03452976382823], [12.832410556642705, 56.034545580963595], [12.831862090218173, 56.034591211281544], [12.831466945478116, 56.03454649848616], [12.831356102334382, 56.0345853447409], [12.831304945682847, 56.034631897200505], [12.831221036054025, 56.03496934551002], [12.831197881440632, 56.035024393537405], [12.830544437426356, 56.03613473008094], [12.829379887609212, 56.038106614507676], [12.829126400777016, 56.038546049851604], [12.828576399044804, 56.03949953683805]]]}";56.0372846255,12.8333096681
222;023800;23800;02380;Väla södra industriområde;0238;Dalhem;023;927509.9020385742;4579.435090893616;"{""type"": ""Polygon"", ""coordinates"": [[[12.740756438607262, 56.071683796235504], [12.74059704409634, 56.07203064400718], [12.740067944760435, 56.07300989693797], [12.739342289092445, 56.07398634688656], [12.738931118530186, 56.074439958266154], [12.738363511290459, 56.07498053253977], [12.737657005285545, 56.07551727370159], [12.737025322022891, 56.07595566736056], [12.73634430481895, 56.076343312334544], [12.735341741081212, 56.076786579026525], [12.73470749019018, 56.07706698666261], [12.736152376211884, 56.07814506994517], [12.73767633013926, 56.079363709070336], [12.737748604552944, 56.0794231729637], [12.738259094460243, 56.07926135979807], [12.738973666321382, 56.07918374711882], [12.739472097919561, 56.07910825697574], [12.739640897508465, 56.079057446271996], [12.740182005924943, 56.078850241457], [12.74051631704547, 56.07874489727028], [12.740933137163413, 56.07864808897911], [12.741542648301271, 56.07843202084054], [12.74172152732799, 56.07835614788084], [12.741947986617282, 56.07822815957556], [12.742335197862428, 56.078048453844694], [12.742522565158362, 56.07799072960873], [12.742899870596643, 56.07787447873353], [12.742980330741263, 56.07785001243677], [12.74328853661908, 56.07771855306464], [12.74356784370241, 56.07762420718941], [12.743756260526457, 56.07757025976381], [12.744300026285986, 56.0774589400997], [12.744745849165005, 56.07732571474081], [12.745386602974254, 56.07713741010321], [12.74596909065856, 56.07693738467097], [12.747484154571483, 56.07649676179407], [12.747484782166275, 56.076496532099654], [12.747855135888733, 56.07635976385245], [12.748626593051915, 56.07616486485369], [12.74899557702278, 56.076079737642395], [12.749923773873077, 56.07564859072196], [12.750005206446895, 56.07564502579545], [12.750324100060256, 56.075577248013026], [12.75059999739825, 56.07550240940667], [12.750795293589404, 56.07544495432285], [12.751298557937869, 56.07529789011225], [12.751890919807837, 56.075124787452815], [12.751975248936128, 56.07510402119254], [12.752642712116986, 56.074644365212016], [12.752982936356705, 56.074408746149906], [12.75346477648433, 56.07407647013349], [12.753481827291278, 56.07403462051725], [12.75377062000271, 56.07388250391192], [12.75391009629896, 56.073769604826204], [12.754130369343516, 56.07358018612815], [12.754342558746878, 56.073408277103326], [12.75468642087582, 56.07312999511504], [12.755057184756389, 56.07283733341144], [12.755418850738634, 56.07256383620039], [12.756372358731834, 56.0718397802981], [12.757312329069501, 56.07115533398472], [12.757991146862983, 56.07063819083753], [12.757767180725187, 56.070424062999294], [12.75622600228181, 56.06921328244387], [12.754834432133128, 56.06823695913058], [12.752425531374382, 56.0667078823217], [12.750455644367403, 56.0656971442996], [12.750047984638787, 56.06551002567466], [12.748708733208101, 56.06870526579533], [12.74658090891265, 56.068277907012714], [12.744423279379427, 56.07163742316998], [12.740756438607262, 56.071683796235504]]]}";56.0729712773,12.7469821397
1134;195242;195242;19524;Påarp glesbygd;1952;Påarp;195;322375.5579223633;2461.6567821705457;"{""type"": ""Polygon"", ""coordinates"": [[[12.842964047074924, 56.03365022455779], [12.843001315195687, 56.03270879110905], [12.841474234423096, 56.032630836758116], [12.84132351281196, 56.03229905402648], [12.84110629407489, 56.03173257897801], [12.841033185016167, 56.031514440390616], [12.84087502317784, 56.03114042207216], [12.840740054219161, 56.03086626732201], [12.837834558537532, 56.03078624761905], [12.837910533815945, 56.03061191967155], [12.837911023130209, 56.03061079062449], [12.83351701245763, 56.03049159626701], [12.8332982334317, 56.03115658356435], [12.833258638470282, 56.031292161396955], [12.833070162706807, 56.03188973493572], [12.832701019125407, 56.03186020162587], [12.832670574271674, 56.032390567076554], [12.832789298813031, 56.03289638435802], [12.833171329219166, 56.033694267087945], [12.833179815500563, 56.03400828924737], [12.833009668940207, 56.034462813933104], [12.832756951457089, 56.034512570414385], [12.832576454273163, 56.03452976382823], [12.832949552707312, 56.03465701088635], [12.836877273088824, 56.03599129023835], [12.839936417711474, 56.0370387535467], [12.840355830368663, 56.03705753140939], [12.841235051880597, 56.03708549969272], [12.84133049234903, 56.03631447871181], [12.841336135805014, 56.0362692913744], [12.841659389992772, 56.03368153152201], [12.842964047074924, 56.03365022455779]]]}";56.0334439425,12.8376275062
223;023810;23810;02381;Väla södra industriområde;0238;Dalhem;023;127475.85595703125;1578.934373279785;"{""type"": ""Polygon"", ""coordinates"": [[[12.743791999282154, 56.066285802873665], [12.743745454212368, 56.066361259117265], [12.74208144594666, 56.06904566122522], [12.741281379479878, 56.07054289183327], [12.740756438607262, 56.071683796235504], [12.744423279379427, 56.07163742316998], [12.74658090891265, 56.068277907012714], [12.746969426708905, 56.06767308943008], [12.743791999282154, 56.066285802873665]]]}";56.0692643393,12.7438753735
1136;195244;195244;19524;Påarp glesbygd;1952;Påarp;195;964476.7416381836;5128.919981860675;"{""type"": ""Polygon"", ""coordinates"": [[[12.863938152666497, 56.03152968050563], [12.861231058052526, 56.03123689987737], [12.860337498057227, 56.031178902327945], [12.860576471667256, 56.03074585785324], [12.861928575979482, 56.02829563174041], [12.860113585727737, 56.02823685126875], [12.860084429544953, 56.028235945599285], [12.858048875793887, 56.028173457745176], [12.855146423183461, 56.02808043368888], [12.855330530979842, 56.03085113512157], [12.855395803848467, 56.03183321892876], [12.855522702934396, 56.03322563062242], [12.855501536671262, 56.033234735096485], [12.85561554129968, 56.03465351159515], [12.855671835250408, 56.0353136862719], [12.851641885011846, 56.035130190374886], [12.85165234781088, 56.03515746832418], [12.851702856551839, 56.03525935057234], [12.851725557238721, 56.03530075786544], [12.851752851817, 56.035356469897074], [12.851795378152042, 56.03547109085973], [12.851814453671103, 56.03553861529617], [12.851809999206926, 56.03564884896232], [12.851825275222586, 56.035645965310465], [12.85175653993071, 56.036548255290484], [12.851742261263992, 56.036687627239935], [12.851725501018196, 56.03681051405345], [12.85163186912424, 56.03744030867334], [12.854883097294932, 56.037657619294365], [12.854570572777964, 56.03918738598558], [12.854509309437427, 56.03948411988318], [12.854332469562031, 56.039859645554664], [12.857411963181805, 56.040121975417186], [12.857395201526142, 56.040190327188135], [12.857322034100127, 56.040500463658006], [12.85728459284152, 56.04067697972574], [12.857255213897666, 56.040731577944506], [12.857233327987322, 56.040821683141836], [12.8571602570567, 56.04119245411703], [12.857088676160279, 56.041475070370446], [12.857012333257483, 56.0417813459794], [12.856938754598342, 56.04208892028919], [12.856933370945452, 56.04210988200217], [12.860987234978415, 56.042284452846076], [12.867924603252861, 56.042582890801555], [12.867617156232935, 56.040557470455795], [12.867522898681333, 56.03993341101681], [12.865303586515322, 56.03589909335352], [12.864485621049363, 56.034414892562495], [12.863934712434785, 56.03339776308454], [12.86390455904658, 56.03333629985334], [12.863910313699106, 56.033186347294325], [12.863938152666497, 56.03152968050563]]]}";56.0361324965,12.8600412742
228;031000;31000;03100;Sköldenborg;0310;Olympia;031;5908.497741699219;307.9370398144326;"{""type"": ""Polygon"", ""coordinates"": [[[12.703999541137222, 56.0533330530598], [12.704149019837748, 56.052628063418005], [12.702917639752831, 56.05253692908685], [12.7028650766619, 56.053257578527685], [12.703999541137222, 56.0533330530598]]]}";56.0529338919,12.7034823082
1141;196102;196102;19610;Bårslöv tätort;1961;Bårslöv;196;327631.17639160156;2660.5589897675145;"{""type"": ""Polygon"", ""coordinates"": [[[12.801977255422722, 56.00518598110682], [12.801983425487855, 56.0051384944213], [12.80207666233126, 56.004420943712574], [12.807408366583692, 56.00348045818708], [12.80744765828952, 56.00347352948513], [12.807164753197924, 56.00305110806936], [12.806134479983776, 56.00151267888071], [12.805489378593078, 56.00054933726053], [12.805485684340612, 56.000543782894624], [12.8015206948709, 56.001381738426915], [12.801324030871536, 56.00116420384209], [12.800623109444293, 56.00137498100018], [12.799128914272423, 56.0018242996317], [12.797174878915106, 56.002386600695615], [12.796569578169828, 56.00256077884138], [12.793986966542345, 56.003308990496684], [12.793982177416465, 56.003310373192306], [12.791827112862332, 56.00393240599947], [12.79246578977917, 56.006018832722226], [12.792585563340372, 56.00613909177789], [12.792943959682345, 56.006409840372754], [12.792710103375152, 56.00649093260808], [12.792818843115336, 56.006589365736254], [12.793129072602966, 56.006446306897246], [12.793680971109856, 56.006273582127115], [12.79433425613348, 56.00614147498113], [12.798915852493801, 56.00547636210583], [12.80069669784641, 56.00525815122916], [12.801429897459219, 56.005188342867214], [12.801977255422722, 56.00518598110682]]]}";56.0035586093,12.7995319882
